cochesNetMarcaId,cochesNetModeloId,milanunciosMarcaId,milanunciosModeloId,wallapopMarcaId,wallapopModeloId,cochesComMarcaId,cochesComModeloId
10,512,Chrysler,Crossfire,Chrysler,Crossfire,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,dzdPMzROTE45by9nNW4yYVB1YUFTUT09
10,123,Chrysler,Grand Voyager,Chrysler,Grand Voyager,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,None
10,862,Chrysler,Le Baron,Chrysler,Le Baron,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,None
10,135,Chrysler,Neon,Chrysler,Neon,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,None
10,246,Chrysler,New Yorker,Chrysler,New Yorker,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,None
10,441,Chrysler,PT Cruiser,Chrysler,PT Cruiser,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,K2xBMHZDa2VpK0E3b09RRGlRend2MWZhVnlObWhBSFJyZFluWEtWWWlsST0=
10,863,Chrysler,Saratoga,Chrysler,Saratoga,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,None
10,144,Chrysler,Sebring,Chrysler,Sebring,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,cWxPVDVsU0FlMTdBL2YwQ2ZTMzNGZz09
10,145,Chrysler,Sebring 200C,Chrysler,Sebring 200C,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,None
10,143,Chrysler,Stratus,Chrysler,Stratus,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,None
10,124,Chrysler,Viper,Chrysler,Viper,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,None
10,118,Chrysler,Vision,Chrysler,Vision,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,None
10,137,Chrysler,Voyager,Chrysler,Voyager,NU41SDA2NUZQQVFyNmE5WC9wUWd2dz09,b3dnQUhUbythcHRjRSt2UEpUaytFQT09
11,860,Citroen,2CV,Citroen,2CV,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,aHZablVVVHdWdjdEL2RwVm5Db01tUT09
11,1463,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,127,Citroen,AX,Citroen,AX,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,N2ZFMy9BZzdpYlJXZ0ZKZ2gxM1c3UT09
11,678,Citroen,Berlingo,Citroen,Berlingo,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,MmV2anhlRXhrcFo3VlZGSHhud1R1QT09
11,896,Citroen,Berlingo First,Citroen,Berlingo First,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,745,Citroen,BX,Citroen,BX,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,556,Citroen,C1,Citroen,C1,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,YkZmQ1ZUSW93d2xVWlhzeGNwemdMZz09
11,635,Citroen,C-15,Citroen,C-15,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,251,Citroen,C2,Citroen,C2,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,eXB3OGNEemxIYmY2Z1V0MFNFc0xFdz09
11,761,Citroen,C25,Citroen,C25,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,485,Citroen,C3,Citroen,C3,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,ZFlpY0JzV1ZHdVh1NGE5c2YveUovUT09
11,1224,Citroen,C3 Aircross,Citroen,C3 Aircross,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,MmJRYW1xV3ZrM200OVhIRzNOTGtaYVVSU1p4YXhocWRGTlUyY2VlQzYvQT0=
11,1538,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,927,Citroen,C3 Picasso,Citroen,C3 Picasso,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,496,Citroen,C3 Pluriel,Citroen,C3 Pluriel,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,353,Citroen,C4,Citroen,C4,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,dVhSYVRxcjMweHFTMUNxMC9XME5SQT09
11,1031,Citroen,C4 Aircross,Citroen,C4 Aircross,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,V1ZuaFdFYy9DNXlaOG04VjFUV01ENTVWZlJTWkdnenlwNnpLd1JuMHMzcz0=
11,1118,Citroen,C4 Cactus,Citroen,C4 Cactus,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,MHA0bTdDaFc5T3VLUWJxdzR2OWp0Zz09
11,619,Citroen,C4 Picasso,Citroen,C4 Picasso,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,890,Citroen,C4 Sedán,Citroen,C4 Sedán,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1247,Citroen,C4 Spacetourer,Citroen,C4 Spacetourer,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,aHBac0NQd2VrTkFSMFVrNWtDMTJObVVrNWk3Q1BWbDlidUNrNDUrK20rST0=
11,1455,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,427,Citroen,C5,Citroen,C5,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,cnErbkhtOWs5UlhBeFV6NkFyMjhQQT09
11,1260,Citroen,C5 Aircross,Citroen,C5 Aircross,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,U0JuSVJxMjdaMnA4ZEZGRjNueXFWUGFvOEh5amcyL2NKR0p1ckdPeUR2OD0=
11,1314,Citroen,C5 Aircross Hybrid,Citroen,C5 Aircross Hybrid,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1385,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,586,Citroen,C6,Citroen,C6,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,dlF4cEN6ZUZ0ZHFDSmZULzdJaHBvZz09
11,130,Citroen,C8,Citroen,C8,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,Y2dsZUgwTkpBNmtxOGxyUEtybzROUT09
11,625,Citroen,C-Crosser,Citroen,C-Crosser,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,QVlhYmdPbEhRZUhKWjRncWhqMVFmdz09
11,1047,Citroen,C-Elysée,Citroen,C-Elysée,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,MnNvSTlyTER1L0RrWU00VklKTk1ISitzUWhJY1d6ZDFoTURiZ3p1ckZGST0=
11,856,Citroen,CX,Citroen,CX,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,989,Citroen,C-Zero,Citroen,C-Zero,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,WVYwM0h6Z29xNGo0bzQwZ05uNVlSdz09
11,957,Citroen,DS3,Citroen,DS3,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,aU5nZzdSemxJc2FMSE5xd3cyN28xdz09
11,998,Citroen,DS4,Citroen,DS4,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,OFcyMkw1YXRjQW90aWpySWM5MDZIUT09
11,1015,Citroen,DS5,Citroen,DS5,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,QS8wa2hqNEVkaWFKODdXMWhWU2JDZz09
11,1454,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1539,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1558,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1331,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1456,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1448,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1191,Citroen,E-Mehari,Citroen,E-Mehari,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,bG51T0NGU2tMZkRYU1JVR1VtWU56QT09
11,1453,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,129,Citroen,Evasión,Citroen,Evasión,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,594,Citroen,Grand C4 Picasso,Citroen,Grand C4 Picasso,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1248,Citroen,Grand C4 Spacetourer,Citroen,Grand C4 Spacetourer,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,VCtpY1hOS2hsckRoNjdxdVE5SlAxcGlUYkRlWTlDbEIzbG0xckZpaG42az0=
11,857,Citroen,GSA,Citroen,GSA,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,1582,Citroen,None,Citroen,None,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,663,Citroen,Jumper,Citroen,Jumper,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,NVRyTXdGNzJ5NmdQdXhSU3lLUlgrdz09
11,670,Citroen,Jumpy,Citroen,Jumpy,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,U3ZJSEt3ckN4TkJhSTR4SHlOUGN5dz09
11,859,Citroen,LNA,Citroen,LNA,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,878,Citroen,Nemo,Citroen,Nemo,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,VEhvTExISmVodGUzbmJ3d1pJV2toZz09
11,250,Citroen,Saxo,Citroen,Saxo,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,UVBoUTVEMFRoeUxKcTZXUmpWMEw5UT09
11,1196,Citroen,Spacetourer,Citroen,Spacetourer,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,WW9ncXZwbFZsczZkcEFKTHlUemkxamo4bk4wKzhrSlVVY3F5b1NNVXhqOD0=
11,858,Citroen,Visa,Citroen,Visa,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,11,Citroen,Xantia,Citroen,Xantia,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,125,Citroen,XM,Citroen,XM,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,352,Citroen,Xsara,Citroen,Xsara,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,Mm9hVnVTU0phdWdNdGJKY3lLc1hudz09
11,413,Citroen,Xsara Picasso,Citroen,Xsara Picasso,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
11,128,Citroen,ZX,Citroen,ZX,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09,None
1327,375,Corvette,Corvette,Corvette,Corvette,None,None
1400,1258,Cupra,Ateca,Cupra,Ateca,OGJxMEZzZ3ZVbnJ1U3FPakovKzBZdz09,emluNFQzMlQ1TG5LVnhKVHE3S0pndz09
1400,1381,Cupra,None,Cupra,None,OGJxMEZzZ3ZVbnJ1U3FPakovKzBZdz09,None
1400,1329,Cupra,Formentor,Cupra,Formentor,OGJxMEZzZ3ZVbnJ1U3FPakovKzBZdz09,aTZRT1V6cEZrNzgyRktFS0hUeXJjMm0wQlFDQ2lrUGwxUVIyNFlRZk5iUT0=
1400,1335,Cupra,León,Cupra,León,OGJxMEZzZ3ZVbnJ1U3FPakovKzBZdz09,QTEzUHNNLzVJZkxHcDR4SUN5UElRZGtoMm4xQzBOMDAxbU9rbzZ5aWxvcz0=
1400,1555,Cupra,None,Cupra,None,OGJxMEZzZ3ZVbnJ1U3FPakovKzBZdz09,None
1400,1580,Cupra,None,Cupra,None,OGJxMEZzZ3ZVbnJ1U3FPakovKzBZdz09,None
1011,31,Dacia,Contac,Dacia,Contac,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09,None
1011,1055,Dacia,Dokker,Dacia,Dokker,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09,QytHSUNTYVpSOTZzQjF4dysxSVR1UT09
1011,962,Dacia,Duster,Dacia,Duster,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09,TDFicHd6blVHWDhvQjNEeEFPZ1ZqZz09
1011,1389,Dacia,None,Dacia,None,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09,None
1011,1028,Dacia,Lodgy,Dacia,Lodgy,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09,VDJFNGR2Nktjb3VWaE0xNlhhaUQ4UT09
1011,575,Dacia,Logan,Dacia,Logan,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09,Y2JzVnpqVHpPalBKV2ZiTW93UGtZQT09
1011,903,Dacia,Sandero,Dacia,Sandero,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09,Z1BxdUdvdWZNVWRKUS8xcThqMzJaQT09
1011,1370,Dacia,None,Dacia,None,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09,None
12,203,Daewoo,Aranos,Daewoo,Aranos,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
12,298,Daewoo,Compact,Daewoo,Compact,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
12,363,Daewoo,Evanda,Daewoo,Evanda,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
12,500,Daewoo,Kalos,Daewoo,Kalos,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,OEZvblhmUGZNRjBkU3lSVDhDaEIzUT09
12,516,Daewoo,Lacetti,Daewoo,Lacetti,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
12,295,Daewoo,Lanos,Daewoo,Lanos,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,bStnVnhsdzgxYmpRKzN4T3o3b0ovdz09
12,362,Daewoo,Leganza,Daewoo,Leganza,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
12,373,Daewoo,Matiz,Daewoo,Matiz,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
12,202,Daewoo,Nexia,Daewoo,Nexia,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
12,296,Daewoo,Nubira,Daewoo,Nubira,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
12,299,Daewoo,Nubira Compact,Daewoo,Nubira Compact,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
12,443,Daewoo,Tacuma,Daewoo,Tacuma,clhpOFhpTVJzenBNeVdQUTk3MmJrZz09,None
13,65,Daihatsu,Applause,Daihatsu,Applause,None,None
13,66,Daihatsu,Charade,Daihatsu,Charade,None,None
13,236,Daihatsu,Feroza,Daihatsu,Feroza,None,None
13,235,Daihatsu,Rocky,Daihatsu,Rocky,None,None
13,574,Daihatsu,Sirion,Daihatsu,Sirion,None,None
13,314,Daihatsu,Terios,Daihatsu,Terios,None,None
145,747,Daimler,Double Six,Daimler,Double Six,R3g0V1ozTy9YME15ZFlCQ0p6Um5qUT09,None
145,114,Daimler,Serie XJ,Daimler,Serie XJ,R3g0V1ozTy9YME15ZFlCQ0p6Um5qUT09,None
145,855,Daimler,Series III,Daimler,Series III,R3g0V1ozTy9YME15ZFlCQ0p6Um5qUT09,None
145,748,Daimler,Six,Daimler,Six,R3g0V1ozTy9YME15ZFlCQ0p6Um5qUT09,None
145,557,Daimler,XJ,Daimler,XJ,R3g0V1ozTy9YME15ZFlCQ0p6Um5qUT09,TjEzNjRKQ1JsODRtRUtsM3pIRVMyZz09
1351,1467,Dfsk,None,Dfsk,None,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,None
1351,1268,Dfsk,580,Dfsk,580,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,None
1351,1320,Dfsk,Fengon 5,Dfsk,Fengon 5,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,None
1351,1319,Dfsk,ix5,Dfsk,ix5,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,None
1351,1354,Dfsk,None,Dfsk,None,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,None
1351,1102,Dfsk,Serie K,Dfsk,Serie K,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,S0FYcEFFdTlrUWtJcG5lbVdlYjRCZz09
1351,1107,Dfsk,Serie K,Dfsk,Serie K,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,S0FYcEFFdTlrUWtJcG5lbVdlYjRCZz09
1351,1110,Dfsk,Serie K,Dfsk,Serie K,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,S0FYcEFFdTlrUWtJcG5lbVdlYjRCZz09
1351,1111,Dfsk,Serie K,Dfsk,Serie K,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,S0FYcEFFdTlrUWtJcG5lbVdlYjRCZz09
1351,1101,Dfsk,Serie V,Dfsk,Serie V,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,None
1351,1103,Dfsk,Serie V,Dfsk,Serie V,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,None
1351,1104,Dfsk,Serie V,Dfsk,Serie V,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09,None
173,618,Dodge,Avenger,Dodge,Avenger,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09,UVlZa3hQUU9xY2tEblkyaHdab0dDQT09
173,582,Dodge,Caliber,Dodge,Caliber,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09,cTJGRXd1YnRpOXdZUkdDSk5iSnZWUT09
173,1519,Dodge,None,Dodge,None,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09,None
173,1518,Dodge,None,Dodge,None,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09,None
173,1517,Dodge,None,Dodge,None,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09,None
173,894,Dodge,Journey,Dodge,Journey,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09,bHRHa0Z3THlrUHZpbGpia083V3A2UT09
173,616,Dodge,Nitro,Dodge,Nitro,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09,ek5uOExJODRWbDgwcGZyQTNhYkg5QT09
173,541,Dodge,Viper,Dodge,Viper,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09,None
1431,1576,None,None,None,None,None,None
1401,1486,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1403,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1484,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1404,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1411,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1409,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1487,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1488,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1408,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1410,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1270,Dr Automobiles,DR3,Dr Automobiles,DR3,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1269,Dr Automobiles,DR4,Dr Automobiles,DR4,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1402,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1271,Dr Automobiles,DR6,Dr Automobiles,DR6,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1272,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1405,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1401,1485,Dr Automobiles,None,Dr Automobiles,None,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09,None
1358,1149,Ds,DS 3,Ds,DS 3,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,None
1358,1263,Ds,DS 3 Crossback,Ds,DS 3 Crossback,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,None
1358,1308,Ds,DS 3 Crossback E-Tense,Ds,DS 3 Crossback E-Tense,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,None
1358,1147,Ds,DS 4,Ds,DS 4,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,None
1358,1169,Ds,DS 4 Crossback,Ds,DS 4 Crossback,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,None
1358,1148,Ds,DS 5,Ds,DS 5,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,None
1358,1440,Ds,None,Ds,None,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,None
1358,1223,Ds,DS 7 Crossback,Ds,DS 7 Crossback,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,YmYyaE1wRFZQcGNBei9pdmwxTFhobm54NFRvOGY3WGZWeVFyeWpuYlFhZz0=
1358,1290,Ds,DS 7 Crossback E-Tense,Ds,DS 7 Crossback E-Tense,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,None
1358,1348,Ds,DS9,Ds,DS9,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,dTZUZGlQR2VkaWZYS2hwbkpTM0x6UT09
1358,1152,Ds,DS3,Ds,DS3,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,NHhIUUsvay9nWHRYWWt6SVRMT3JFZz09
1358,1150,Ds,DS4,Ds,DS4,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09,dTdqRUdFVUZidlFkQXZDUHhLWnBXQT09
1410,1477,None,None,None,None,None,None
1410,1412,None,None,None,None,None,None
1410,1414,None,None,None,None,None,None
1410,1413,None,None,None,None,None,None
1410,1415,None,None,None,None,None,None
1410,1526,None,None,None,None,None,None
146,854,Ferrari,328,Ferrari,328,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,737,Ferrari,348,Ferrari,348,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,744,Ferrari,355,Ferrari,355,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,190,Ferrari,360,Ferrari,360,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,852,Ferrari,412,Ferrari,412,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,629,Ferrari,430,Ferrari,430,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,196,Ferrari,456,Ferrari,456,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,197,Ferrari,456M,Ferrari,456M,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,953,Ferrari,458,Ferrari,458,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,ZmJLM0FZVTFMMURORktqNUtNMkVRUT09
146,1161,Ferrari,488,Ferrari,488,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,MmlJVUFlU3F5ajY5Rm12UW9pM0U0QT09
146,1151,Ferrari,488 GTB,Ferrari,488 GTB,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,739,Ferrari,512,Ferrari,512,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,193,Ferrari,550 Maranello,Ferrari,550 Maranello,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,194,Ferrari,575M Maranello,Ferrari,575M Maranello,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,195,Ferrari,599,Ferrari,599,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,198,Ferrari,612,Ferrari,612,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,1245,Ferrari,812,Ferrari,812,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,912,Ferrari,California,Ferrari,California,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,Qi9jK1VkMUZwRHc4M1QraWM1UHN6c2NsVDdkTnFOQlRpZktQOXpWR1RBcz0=
146,511,Ferrari,Enzo,Ferrari,Enzo,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,1099,Ferrari,F12,Ferrari,F12,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,1078,Ferrari,F12 Berlinetta,Ferrari,F12 Berlinetta,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,189,Ferrari,F355,Ferrari,F355,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,851,Ferrari,F40,Ferrari,F40,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,191,Ferrari,F430,Ferrari,F430,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,dkFLQVpMQWxSNHdPcXpHeTBDOGJOQT09
146,294,Ferrari,F50,Ferrari,F50,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,192,Ferrari,F512 M,Ferrari,F512 M,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,1027,Ferrari,FF,Ferrari,FF,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,1183,Ferrari,GTC4,Ferrari,GTC4,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,1059,Ferrari,LaFerrari,Ferrari,LaFerrari,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,853,Ferrari,Mondial,Ferrari,Mondial,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,eWE5d3UydUsrTU8raFNOTDdtaCs0dz09
146,1244,Ferrari,Portofino,Ferrari,Portofino,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,UzdGelRzcFFEcnhSTjhDSkliS29MN1M3NU5ONUxqYXhBZEJjQUViT213TT0=
146,560,Ferrari,Superamerica,Ferrari,Superamerica,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
146,738,Ferrari,Testarossa,Ferrari,Testarossa,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09,None
14,1180,Fiat,124 Spider,Fiat,124 Spider,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,Ny9QZGFZK1pLcXZDM2QwcmlKZ01FdjY2UnFhYnk4YXZuNFJWQTc3NUEvVT0=
14,598,Fiat,500,Fiat,500,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,Vlk2SktLaSswWHo5V2tIcjkwakhUZz09
14,963,Fiat,500C,Fiat,500C,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,1038,Fiat,500L,Fiat,500L,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,QWQ3NnRjcjhwNEdoTTIyV1J4YzR0QT09
14,1138,Fiat,500X,Fiat,500X,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,cWZFNG5pVk5ZQnlmVUlJWXRWWkkxUT09
