makeId,modelId,label
OPEL,Cabrio,Opel
OPEL,Combo,Opel
OPEL,Combo Electric,Opel
OPEL,Combo Life,Opel
OPEL,Combo-e,Opel
OPEL,Combo-e Life,Opel
OPEL,Corsa,Opel
OPEL,Corsa-e,Opel
OPEL,Crossland,Opel
OPEL,Crossland X,Opel
OPEL,Frontera,Opel
OPEL,Frontera Electric,Opel
OPEL,GT,Opel
OPEL,Grandland,Opel
OPEL,Grandland X,Opel
OPEL,Insignia,Opel
OPEL,KARL,Opel
OPEL,Meriva,Opel
OPEL,Mokka,Opel
OPEL,Mokka X,Opel
OPEL,Mokka-e,Opel
OPEL,Movano,Opel
OPEL,Movano Electric,Opel
OPEL,Movano-e,Opel
OPEL,Omega,Opel
OPEL,Signum,Opel
OPEL,Speedster,Opel
OPEL,Tigra,Opel
OPEL,Vectra,Opel
OPEL,Vivaro,Opel
OPEL,Vivaro Electric,Opel
OPEL,Vivaro-e,Opel
OPEL,Zafira,Opel
OPEL,Zafira Electric,Opel
OPEL,Zafira Life,Opel
OPEL,Zafira Tourer,Opel
OPEL,Zafira-e Life,Opel
PEUGEOT,1007,Peugeot
PEUGEOT,106,Peugeot
PEUGEOT,107,Peugeot
PEUGEOT,108,Peugeot
PEUGEOT,2008,Peugeot
PEUGEOT,206,Peugeot
PEUGEOT,207,Peugeot
PEUGEOT,208,Peugeot
PEUGEOT,3008,Peugeot
PEUGEOT,306,Peugeot
PEUGEOT,307,Peugeot
PEUGEOT,308,Peugeot
PEUGEOT,4007,Peugeot
PEUGEOT,4008,Peugeot
PEUGEOT,406,Peugeot
PEUGEOT,407,Peugeot
PEUGEOT,408,Peugeot
PEUGEOT,5008,Peugeot
PEUGEOT,508,Peugeot
PEUGEOT,605,Peugeot
PEUGEOT,607,Peugeot
PEUGEOT,806,Peugeot
PEUGEOT,807,Peugeot
PEUGEOT,Bipper,Peugeot
PEUGEOT,Boxer,Peugeot
PEUGEOT,Expert,Peugeot
PEUGEOT,Partner,Peugeot
PEUGEOT,RCZ,Peugeot
PEUGEOT,Rifter,Peugeot
PEUGEOT,Traveller,Peugeot
PEUGEOT,e-2008,Peugeot
PEUGEOT,e-208,Peugeot
PEUGEOT,e-3008,Peugeot
PEUGEOT,e-308,Peugeot
PEUGEOT,e-5008,Peugeot
PEUGEOT,e-Boxer,Peugeot
PEUGEOT,e-Expert,Peugeot
PEUGEOT,e-Partner,Peugeot
PEUGEOT,e-Rifter,Peugeot
PEUGEOT,e-Traveller,Peugeot
PEUGEOT,iOn,Peugeot
PIAGGIO,Porter,Piaggio
PIAGGIO,Porter NP6,Piaggio
POLESTAR,2,Polestar
POLESTAR,3,Polestar
POLESTAR,4,Polestar
PONTIAC,no tiene,PONTIAC
PORSCHE,718 Boxster,Porsche
PORSCHE,718 Cayman,Porsche
PORSCHE,718 Spyder,Porsche
PORSCHE,911,Porsche
PORSCHE,Boxster,Porsche
PORSCHE,Carrera GT,Porsche
PORSCHE,Cayenne,Porsche
PORSCHE,Cayman,Porsche
PORSCHE,Macan,Porsche
PORSCHE,Panamera,Porsche
PORSCHE,Taycan,Porsche
QOROS,no tiene,QOROS
RAM,no tiene,RAM
RENAULT,5 E-TECH,Renault
RENAULT,Arkana,Renault
RENAULT,Austral,Renault
RENAULT,Avantime,Renault
RENAULT,Captur,Renault
RENAULT,Clio,Renault
RENAULT,Espace,Renault
RENAULT,Express,Renault
RENAULT,Express Van,Renault
RENAULT,Fluence,Renault
RENAULT,Grand Espace,Renault
RENAULT,Grand Kangoo,Renault
RENAULT,Grand Scenic,Renault
RENAULT,Kadjar,Renault
RENAULT,Kangoo,Renault
RENAULT,Koleos,Renault
RENAULT,Laguna,Renault
RENAULT,Latitude,Renault
RENAULT,Mascott,Renault Trucks
RENAULT,Master,Renault
RENAULT,Maxity,Renault Trucks
RENAULT,Megane,Renault
RENAULT,Modus,Renault
RENAULT,Rafale,Renault
RENAULT,Safrane,Renault
RENAULT,Scenic,Renault
RENAULT,Symbioz,Renault
RENAULT,Talisman,Renault
RENAULT,Trafic,Renault
RENAULT,Twingo,Renault
RENAULT,Twingo Electric,Renault
RENAULT,Twizy,Renault
RENAULT,Vel Satis,Renault
RENAULT,Wind,Renault
RENAULT,ZOE,Renault
RENAULT,,Renault Trucks
RENAULT V.I.,no tiene,RENAULT V.I.
ROLLS-ROYCE,Corniche,Rolls-Royce
ROLLS-ROYCE,Ghost,Rolls-Royce
ROLLS-ROYCE,Park Ward,Rolls-Royce
ROLLS-ROYCE,Phantom,Rolls-Royce
ROLLS-ROYCE,Silver Seraph,Rolls-Royce
ROLLS-ROYCE,Touring Limousine,Rolls-Royce
ROVER,25,Rover
ROVER,45,Rover
ROVER,75,Rover
ROVER,Defender,Land Rover
ROVER,Discovery,Land Rover
ROVER,Discovery Sport,Land Rover
ROVER,Freelander,Land Rover
ROVER,MINI,Rover
ROVER,Range Rover,Land Rover
ROVER,Range Rover Evoque,Land Rover
ROVER,Range Rover Sport,Land Rover
ROVER,Range Rover Velar,Land Rover
ROVER,Streetwise,Rover
SAAB,9-3,Saab
SAAB,9-3X,Saab
SAAB,9-4X,Saab
SAAB,9-5,Saab
SAIC,no tiene,SAIC
SANTANA,300,Santana
SANTANA,350,Santana
SANTANA,Anibal,Santana
SEAT,Alhambra,SEAT
SEAT,Altea,SEAT
SEAT,Arona,SEAT
SEAT,Arosa,SEAT
SEAT,Ateca,SEAT
SEAT,Cordoba,SEAT
SEAT,Exeo,SEAT
SEAT,Ibiza,SEAT
SEAT,Inca,SEAT
SEAT,Leon,SEAT
SEAT,Mii,SEAT
SEAT,Mii electric,SEAT
SEAT,Tarraco,SEAT
SEAT,Toledo,SEAT
SERES,no tiene,SERES
SKODA,Citigo,Skoda
SKODA,Citigo e iV,Skoda
SKODA,Enyaq Coupé iV ,Skoda
SKODA,Enyaq iV,Skoda
SKODA,Fabia,Skoda
SKODA,Felicia,Skoda
SKODA,Kamiq,Skoda
SKODA,Karoq,Skoda
SKODA,Kodiaq,Skoda
SKODA,Octavia,Skoda
SKODA,Pick Up,Skoda
SKODA,Praktik,Skoda
SKODA,Rapid,Skoda
SKODA,Roomster,Skoda
SKODA,Scala,Skoda
SKODA,Scout,Skoda
SKODA,Spaceback,Skoda
SKODA,Superb,Skoda
SKODA,Yeti,Skoda
SKYWELL,no tiene,SKYWELL
SMART,#1,smart
SMART,#3,smart
SMART,Cabrio,smart
SMART,City Coupe,smart
SMART,Crossblade,smart
SMART,Roadster,smart
SMART,forfour,smart
SMART,fortwo,smart
SSANGYONG,Actyon,SsangYong
SSANGYONG,Korando,SsangYong
SSANGYONG,Korando e-Motion,SsangYong
SSANGYONG,Kyron,SsangYong
SSANGYONG,Musso,SsangYong
SSANGYONG,Musso Sports,SsangYong
SSANGYONG,Rexton,SsangYong
SSANGYONG,Rodius,SsangYong
SSANGYONG,Sports Pick Up,SsangYong
SSANGYONG,Tivoli,SsangYong
SSANGYONG,Tivoli Grand ,SsangYong
SSANGYONG,Torres,SsangYong
SSANGYONG,XLV,SsangYong
SUBARU,BRZ,Subaru
SUBARU,Crosstrek,Subaru
SUBARU,Forester,Subaru
SUBARU,Impreza,Subaru
SUBARU,Justy,Subaru
SUBARU,Legacy,Subaru
SUBARU,Levorg,Subaru
SUBARU,Outback,Subaru
SUBARU,Solterra,Subaru
SUBARU,Trezia,Subaru
SUBARU,Tribeca,Subaru
SUBARU,WRX,Subaru
SUBARU,XV,Subaru
SUZUKI,Across,Suzuki
SUZUKI,Alto,Suzuki
SUZUKI,Baleno,Suzuki
SUZUKI,Carry,Suzuki
SUZUKI,Celerio,Suzuki
SUZUKI,Grand Vitara,Suzuki
SUZUKI,Grand Vitara XL-7,Suzuki
SUZUKI,Ignis,Suzuki
SUZUKI,Jimny,Suzuki
SUZUKI,Kizashi,Suzuki
SUZUKI,Liana,Suzuki
SUZUKI,S-Cross,Suzuki
SUZUKI,SX4,Suzuki
SUZUKI,Samurai,Suzuki
SUZUKI,Splash,Suzuki
SUZUKI,Swace,Suzuki
SUZUKI,Swift,Suzuki
SUZUKI,Vitara,Suzuki
SUZUKI,Wagon R,Suzuki
SWM,no tiene,SWM
TALBOT,no tiene,TALBOT
TATA,Aria,Tata
TATA,Grand Safari,Tata
TATA,Indica,Tata
TATA,Indigo,Tata
TATA,Safari,Tata
TATA,Sumo,Tata
TATA,Telcoline,Tata
TATA,Telcosport,Tata
TATA,Vista,Tata
TATA,Xenon,Tata
TESLA,Model 3,Tesla
TESLA,Model S,Tesla
TESLA,Model X,Tesla
TESLA,Model Y,Tesla
TESLA,Roadster,Tesla
TOYOTA,Auris,Toyota
TOYOTA,Avensis,Toyota
TOYOTA,Aygo,Toyota
TOYOTA,Aygo X,Toyota
TOYOTA,C-HR,Toyota
TOYOTA,Camry,Toyota
TOYOTA,Celica,Toyota
TOYOTA,Corolla,Toyota
TOYOTA,Corolla Cross,Toyota
TOYOTA,Dyna L,Toyota
TOYOTA,Dyna M,Toyota
TOYOTA,Dyna S,Toyota
TOYOTA,Dyna XL,Toyota
TOYOTA,GR Supra,Toyota
TOYOTA,GR86,Toyota
TOYOTA,GT 86,Toyota
TOYOTA,Hiace,Toyota
TOYOTA,Highlander,Toyota
TOYOTA,Hilux,Toyota
TOYOTA,Land Cruiser,Toyota
TOYOTA,Land Cruiser 100,Toyota
TOYOTA,Land Cruiser 150,Toyota
TOYOTA,Land Cruiser 200,Toyota
TOYOTA,Land Cruiser 250,Toyota
TOYOTA,Land Cruiser 90,Toyota
TOYOTA,MR2,Toyota
TOYOTA,Mirai,Toyota
TOYOTA,Picnic,Toyota
TOYOTA,Previa,Toyota
TOYOTA,Prius,Toyota
TOYOTA,Prius Plugin,Toyota
TOYOTA,Prius+,Toyota
TOYOTA,Proace,Toyota
TOYOTA,Proace City,Toyota
TOYOTA,RAV4,Toyota
TOYOTA,Urban Cruiser,Toyota
TOYOTA,Verso,Toyota
TOYOTA,Yaris,Toyota
TOYOTA,Yaris Cross,Toyota
TOYOTA,bZ4X,Toyota
TOYOTA,iQ,Toyota
TRIDENT,no tiene,TRIDENT
UMM,no tiene,UMM
VAZ,110,VAZ
VAZ,111,VAZ
VAZ,112,VAZ
VAZ,214,VAZ
VAZ,215,VAZ
VOLKSWAGEN,Amarok,Volkswagen
VOLKSWAGEN,Arteon,Volkswagen
VOLKSWAGEN,Beetle,Volkswagen
VOLKSWAGEN,Bora,Volkswagen
VOLKSWAGEN,CC,Volkswagen
VOLKSWAGEN,Caddy,Volkswagen
VOLKSWAGEN,California,Volkswagen
VOLKSWAGEN,Caravelle,Volkswagen
VOLKSWAGEN,Crafter,Volkswagen
VOLKSWAGEN,Eos,Volkswagen
VOLKSWAGEN,Eurovan,Volkswagen
VOLKSWAGEN,Fox,Volkswagen
VOLKSWAGEN,Golf,Volkswagen
VOLKSWAGEN,Golf Cabrio,Volkswagen
VOLKSWAGEN,Golf Plus,Volkswagen
VOLKSWAGEN,Golf Sportsvan,Volkswagen
VOLKSWAGEN,Grand California,Volkswagen
VOLKSWAGEN,ID. Buzz,Volkswagen
VOLKSWAGEN,ID.3,Volkswagen
VOLKSWAGEN,ID.4,Volkswagen
VOLKSWAGEN,ID.5,Volkswagen
VOLKSWAGEN,ID.7,Volkswagen
VOLKSWAGEN,Jetta,Volkswagen
VOLKSWAGEN,LT28,Volkswagen
VOLKSWAGEN,LT35,Volkswagen
VOLKSWAGEN,Lupo,Volkswagen
VOLKSWAGEN,Multivan,Volkswagen
VOLKSWAGEN,Passat,Volkswagen
VOLKSWAGEN,Passat Alltrack,Volkswagen
VOLKSWAGEN,Passat CC,Volkswagen
VOLKSWAGEN,Phaeton,Volkswagen
VOLKSWAGEN,Polo,Volkswagen
VOLKSWAGEN,Scirocco,Volkswagen
VOLKSWAGEN,Sharan,Volkswagen
VOLKSWAGEN,T-Cross,Volkswagen
VOLKSWAGEN,T-Roc,Volkswagen
VOLKSWAGEN,Taigo,Volkswagen
VOLKSWAGEN,Tiguan,Volkswagen
VOLKSWAGEN,Tiguan Allspace,Volkswagen
VOLKSWAGEN,Touareg,Volkswagen
VOLKSWAGEN,Touran,Volkswagen
VOLKSWAGEN,Transporter,Volkswagen
VOLKSWAGEN,Transporter T5,Volkswagen
VOLKSWAGEN,Transporter T6,Volkswagen
VOLKSWAGEN,e-Crafter,Volkswagen
VOLKSWAGEN,e-up!,Volkswagen
VOLKSWAGEN,up!,Volkswagen
VOLVO,C30,Volvo
VOLVO,C40,Volvo
VOLVO,C70,Volvo
VOLVO,EC40,Volvo
VOLVO,EX30,Volvo
VOLVO,EX40,Volvo
VOLVO,EX90,Volvo
VOLVO,S40,Volvo
VOLVO,S60,Volvo
VOLVO,S70,Volvo
VOLVO,S80,Volvo
VOLVO,S90,Volvo
VOLVO,V40,Volvo
VOLVO,V50,Volvo
VOLVO,V60,Volvo
VOLVO,V70,Volvo
VOLVO,V90,Volvo
VOLVO,XC40,Volvo
VOLVO,XC40 Electric,Volvo
VOLVO,XC60,Volvo
VOLVO,XC70,Volvo
VOLVO,XC90,Volvo
VOYAH,no tiene,VOYAH
XPENG,no tiene,XPENG
YUDO,no tiene,YUDO
ZHIDOU,no tiene,ZHIDOU
